,rating,review,app,source,sentiment,normalized_review,theme
216,5,wow! looks like the organized effort by emerald city antifa is in full effect here trying to collapse a once beautiful city to instate totalitarian bolshevism. you can thank twitter for allowing emerald city antifa to communicate to its members to flood this app with one stars and intentionally misleading camp sites and problems to make life impossible for the tax payers. they have also organized an effort to remove benches around the city. it's all on their twitter feed take a look for yourself,FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.9584228992462158}, {'label': 'neutral', 'score': 0.01847817189991474}]",wow look like organized effort emerald antifa effect try collapse beautiful instate totalitarian bolshevism thank twitter allow emerald antifa communicate member flood star intentionally mislead camp site problem life impossible tax payer organize effort remove bench twitter feed look,7_review_needle_general_litter
217,5,clean up the filth,FindItFixIt,Google,"[{'label': 'disgust', 'score': 0.892216145992279}, {'label': 'anger', 'score': 0.0803745687007904}]",clean filth,10_clean_neighborhood_help neighborhood_great job
222,5,great app i've used many times for effective results. i've gotten a bunch of potholes fixed and out street lights replaced. much simpler than hunting through multiple agencies to figure out where to report sone issue.,FindItFixIt,Google,"[{'label': 'joy', 'score': 0.6653566956520081}, {'label': 'neutral', 'score': 0.16560296714305878}]",great time effective result bunch pothole fix street light replace simple hunt multiple agency figure sone issue,2_pothole_hole_pot hole_pot
226,4,to everyone coming to this page angry about signs that suggested using this app to report homeless tents: there is no option in this app for that problem. some nimby jerk posted those signs but that's not what this app is for.,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.9437114000320435}, {'label': 'neutral', 'score': 0.024451864883303642}]",come page angry sign suggest tent option problem nimby jerk post sign,-1_county_work great_close_communicate
227,5,clearly around 7/21 seattle's social justice warriors discovered the app and don't like it when people report the truth. these are the people that are the cause of many of the city's problem. lock up the drug addicts. this is not venezuela. we have laws and they should be enforced.,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.8307581543922424}, {'label': 'sadness', 'score': 0.0897098109126091}]",clearly social justice warrior discover like truth cause problem lock drug addict venezuela law enforce,7_review_needle_general_litter
234,5,great app for triggering leftists and their faux outrage!,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.9642339944839478}, {'label': 'neutral', 'score': 0.016386566683650017}]",great trigger leftist faux outrage,7_review_needle_general_litter
235,5,"this app is fantastic. prior to installing it, when i saw homeless people, i really had no recourse and they'd just continue being homeless. with this app, i can report inhumane living conditions and the city presumably sends in a team of expert humanitarians to assist the homeless by removing their belongings and issuing them a fine to help elevate them out of poverty!",FindItFixIt,Google,"[{'label': 'anger', 'score': 0.6324333548545837}, {'label': 'disgust', 'score': 0.27724897861480713}]",fantastic prior instal recourse continue inhumane living condition presumably send team expert humanitarian assist remove belonging issue fine help elevate poverty,7_review_needle_general_litter
238,5,"hey y'all: the city of seattle doesn't actually endorse reporting tents. the signs that many of us are reacting to here were posted by regular citizens. you can only report tents under ""general inquiry"" because it's not a category!! i'm revising my review because i found out this info after i did some homework. this app is actually pretty useful. please consider revising your review as well if you were blindsided like i was!",FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.5158817172050476}, {'label': 'anger', 'score': 0.17619730532169342}]",hey actually endorse tent sign react post regular citizen tent general inquiry category revise review find info homework actually pretty useful consider revise review blindside like,7_review_needle_general_litter
244,5,god bless!!!,FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.8669769763946533}, {'label': 'joy', 'score': 0.06647193431854248}]",god bless,6_awesome_fantastic_excellent_cool
335,5,the perfect app if you hate homeless people and love our mayor!,FindItFixIt,Google,"[{'label': 'anger', 'score': 0.8501388430595398}, {'label': 'disgust', 'score': 0.07639087736606598}]",perfect hate love mayor,5_love_date_trash_perfect
365,4,"i have used this app when i first heard about the app. resolved roughly 7 potholes i have reported on my commute. takes about 1 to 3 days for the potholes to be resolved. reported 2 road-kills on roads and gain immediate response from miscellaneous report and notified proper departments to resolve the issue. i have reported handful of abandon cars (with flat tires) that my neighborhood leaves damaged and neglected without having them visit a mechanic shop for 1-2 months. within a week or more, tickets compiled on the cars that have been reported. gotten 2 vehicles towed when left past deadline to respond. had reported 2 illegal dumping of furniture reported that were too close to knock over to the road. been resolve within a week. one issue i have is i attempted to report broken traffic lights as i drive that always require the 'pole serial code' which i'm taking screenshots from my dashcam to my phone. make this a harder issue to report broken traffic lights as a driver. note: my issues usually get resolved by including photos in all my reports and accurate location you can change on the 'address' box.",FindItFixIt,Google,"[{'label': 'sadness', 'score': 0.7840065956115723}, {'label': 'anger', 'score': 0.06632731109857559}]",hear resolve roughly pothole commute day pothole resolve road kill road gain immediate response miscellaneous notify proper department resolve issue handful abandon car flat tire neighborhood leaf damage neglect visit mechanic shop month week ticket compile car vehicle tow leave past deadline respond illegal dumping furniture close knock road resolve week issue attempt broken traffic light drive require pole serial code screenshot dashcam phone hard issue broken traffic light driver note issue usually resolve include photo accurate location change address box,3_graffiti_list_light_car
366,5,"whether my requests are heard or whether they aren't, i still think this is a great idea. i have personally met some of the people who come out and clean up homeless encampments and garbage etc. and they are some of the hardest working people in the city. five stars. thank you for being there.",FindItFixIt,Google,"[{'label': 'joy', 'score': 0.7342177033424377}, {'label': 'surprise', 'score': 0.11649852991104126}]",request hear think great idea personally meet come clean encampment garbage etc hard work star thank,7_review_needle_general_litter
367,5,"this is such a great tool to score on some homeless chicks, not to say but i'm homeless as well.i have completely , i forgot",FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.4032408595085144}, {'label': 'sadness', 'score': 0.29150623083114624}]",great tool score chick completely forget,0_quick response_quick_response_response time
371,5,easy to use.,FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.7528190016746521}, {'label': 'joy', 'score': 0.1912936568260193}]",easy use,9_use easy_easy use_use_great easy use
373,4,"useful app to report illegal dumping, potholes, signal maintenance issues. it could be improve by allowing updates to reports",FindItFixIt,Google,"[{'label': 'neutral', 'score': 0.6095374226570129}, {'label': 'sadness', 'score': 0.23566102981567383}]",useful illegal dumping pothole signal maintenance issue improve allow update,2_pothole_hole_pot hole_pot
375,5,"super fast response to a mess in my neighborhood. a big ol' ""atta boy"" to you folks who make this happen.",FindItFixIt,Google,"[{'label': 'surprise', 'score': 0.3342619240283966}, {'label': 'anger', 'score': 0.2783187925815582}]",super fast response mess neighborhood big atta boy folk happen,-1_county_work great_close_communicate
